Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (End Date),Custom field (Epic Link),Custom field (Error Type),Custom field (Expected Result),Custom field (Found by),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Solution),Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (TestLink case),Custom field (Time Category),Custom field (Type of engagement),Custom field (URL),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment,Comment,Comment
Forkify: There are no user profile options where the user can see all the information,QATC-814686,3492940,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 10:51 PM,21/Aug/23 12:40 PM,17/Nov/23 9:52 PM,21/Aug/23 12:40 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Observed the whole window
 # There is no user profile options

*Actual Result:* There are no user profile options where the user can see all the information

*Expected Result:* There should be a user profile option where the user can see all the information about him/her.","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 10:51 PM;m.foysal;userprofile options.mp4;https://jira.a1qa.com/secure/attachment/2396327/userprofile+options.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idile7:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,"16/Aug/23 11:14 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: There is no copyright information at the footer of the applications,QATC-814685,3492938,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 10:47 PM,16/Aug/23 11:13 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to ""[https://forkify.qa-academy.eu|https://forkify.qa-academy.eu/] ""
 # Observed the window
 # There is no copyright information

{*}Actual Result{*}: There is no copyright information at the footer of the applications

*Expected Result:*  There should be copyright information about the application","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 10:46 PM;m.foysal;There is no copyright informations.mp4;https://jira.a1qa.com/secure/attachment/2396326/There+is+no+copyright+informations.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idildr:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,"16/Aug/23 11:13 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: The logo fortify  is not linked on the home page,QATC-814684,3492935,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 10:40 PM,21/Aug/23 12:24 PM,17/Nov/23 9:52 PM,21/Aug/23 12:24 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on the Forkify logo
 # Observed the result

*Actual Result:* The logo fortify  is not linked on the home page

*Expected Result:* The logo should be linked to the home page and clickable","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 10:40 PM;m.foysal;The logo is not click able.mp4;https://jira.a1qa.com/secure/attachment/2396324/The+logo+is+not+click+able.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idild3:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Forkify: The page is not responsive when minimizing the size of the window,QATC-814681,3492932,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 10:29 PM,21/Aug/23 12:40 PM,17/Nov/23 9:52 PM,21/Aug/23 12:40 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimizing the size of the window
 # Observed the result
 # The search result option got merged

*Actual Result:* The page is not responsive when minimizing the size of the window

*Expected Result:* The page should be responsive when minimizing and maximizing the size of the window","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 10:29 PM;m.foysal;responsive.mp4;https://jira.a1qa.com/secure/attachment/2396318/responsive.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilcf:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:13 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: The header is not fixed when scrolling the webpage down ,QATC-814680,3492930,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 10:18 PM,21/Aug/23 12:40 PM,17/Nov/23 9:52 PM,21/Aug/23 12:40 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Scrolling down the webpage
 # Observed the result

*Actual result:* The header is not fixed when scrolling the webpage down 

*Expected result:* The header should be fixed when scrolling down the web page

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 10:17 PM;m.foysal;The header is not fixed.mp4;https://jira.a1qa.com/secure/attachment/2396316/The+header+is+not+fixed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilbz:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:11 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: More than 100 English letters can be input into the search bar,QATC-814678,3492926,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 10:12 PM,16/Aug/23 11:11 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" https://forkify.qa-academy.eu/""
 # Input more than 100 letters in the search field
 # Click on the search button
 # Observed the result

*Actual Result:* More than 100 English letters can be input into the search bar

*Expected Result:*  Only one to 100 English letters will be accepted in the search field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 10:12 PM;m.foysal;Search field accept more than 100 letters.mp4;https://jira.a1qa.com/secure/attachment/2396312/Search+field+accept+more+than+100+letters.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idilb3:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:11 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: The search bar is accept different languages when searching,QATC-814675,3492920,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 10:01 PM,21/Aug/23 12:40 PM,17/Nov/23 9:52 PM,21/Aug/23 12:40 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Input different languages in the search field
 # Click on the Search button
 # Observed the result

{*}Actual Result{*}: The search bar is accept different languages when searching

*Expected Result:* The search bar only accepts English language

*Additional Information:*
 # The search bar also accept Special character when searching
 # The search bar also accept Number, positive and negative value","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 10:01 PM;m.foysal;search bar accept diffrent language.mp4;https://jira.a1qa.com/secure/attachment/2396304/search+bar+accept+diffrent+language.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idil9r:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:10 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: The Search bar is case-sensitive when searching by uppercase and lowercase,QATC-814666,3492895,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 9:37 PM,15/Aug/23 9:37 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Try to search by lowercase letter
 # Try to search by Uppercase letter
 # Observed the result

*Actual Result:* The Search bar is case-sensitive when searching by uppercase and lowercase

*Expected Result:*  The Search bar should not be case-sensitive when searching by uppercase and lowercase. It should be displayed all recipes when searching by uppercase or lowercase.","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 9:36 PM;m.foysal;Search bar is case sencitive.mp4;https://jira.a1qa.com/secure/attachment/2396283/Search+bar+is+case+sencitive.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idil47:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,
Forkify: In the minimized window when opening a recipe disappeared the header,QATC-814645,3492819,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 8:00 PM,16/Aug/23 11:07 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Open a recipe form bookmark or by searching
 # Observed the window 

*Actual Result: In* the minimized window when opening a recipe disappeared the header

*Expected Result:* The header should be visible all the time","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 8:00 PM;m.foysal;Header is disappeared in the minimized window.mp4;https://jira.a1qa.com/secure/attachment/2396228/Header+is+disappeared+in+the+minimized+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiknz:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:07 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Previewing: Previewing a recipe in the maximized window and then minimizing the window it's displayed two scroll bar,QATC-814642,3492812,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,15/Aug/23 7:50 PM,15/Aug/23 7:50 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open any bookmarked recipe
 # Minimized the window
 # Observed the result:

*Actual Result:* Previewing a recipe in the maximized window and then minimizing the window it's displayed two scroll bar

*Expected Result:* In the Minimized window only one scroll bar should be displayed

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 7:49 PM;m.foysal;Two scroll bar is displayed.mp4;https://jira.a1qa.com/secure/attachment/2396219/Two+scroll+bar+is+displayed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idikmf:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Search: Some empty space is displayed when minimizing the window with the search result,QATC-814637,3492797,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 7:34 PM,21/Aug/23 12:30 PM,17/Nov/23 9:52 PM,21/Aug/23 12:30 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Input a recipe name in the search field
 # Click on search button
 # Minimized the window

*Actual Result:* Some empty space is displayed when minimizing the window with the search result

*Expected Result:* Empty space should not be displayed when minimized the window","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 7:33 PM;m.foysal;empty space in search field.mp4;https://jira.a1qa.com/secure/attachment/2396205/empty+space+in+search+field.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idikj3:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 11:00 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: Searching is loading when the search button is clicked with an empty field,QATC-814632,3492787,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 7:12 PM,21/Aug/23 12:23 PM,17/Nov/23 9:52 PM,21/Aug/23 12:23 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Clicked on the search button with an empty field
 # Observed the result

*Actual result:* Searching is loading when the search button is clicked with an empty field

*Expected Result:* The sear button should be disabled when the search field is empty or it's displayed please input a recipe name in the search field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idikgv:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"15/Aug/23 10:03 PM;m.foysal;*Expected Result:* The search button should be disabled when the search field is empty or it's displayed please input a recipe name in the search field;;;","16/Aug/23 10:59 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",
Add Recipe: There is only one field for 'Prep Time' instead of three field,QATC-814629,3492779,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 7:04 PM,21/Aug/23 12:30 PM,17/Nov/23 9:52 PM,21/Aug/23 12:30 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add Recipe
 # Observed the Recipe Data text field 
 # There is only one text field for minutes

*Actual Result:* There is only one field for 'Prep Time' instead of three field

*Expected Result:* There should be three fields for Hour, Minutes, and Second. Maximum of 10 Hours will be selected.

*Additional Information:*
 # Prep time minutes field accepts Negative values
 # Prep time Accepts more than 600 minutes

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 7:04 PM;m.foysal;Prep time.mp4;https://jira.a1qa.com/secure/attachment/2396180/Prep+time.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idikfb:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 10:58 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: Ingredients field Any two sections are empty if 'comma' is inputted,QATC-814558,3492573,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:42 PM,21/Aug/23 12:29 PM,17/Nov/23 9:52 PM,21/Aug/23 12:29 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe 
 # Fill all the recipe data field
 # Fill any two sections of the ingredients filed by 'Comma'
 # Click on the upload button
 # Observed the result

*Actual Result:* Ingredients field Any two sections are empty if 'comma' is inputted

*Expected Result:* Ingredients field 3 sections should be required when inputting the data","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 2:42 PM;m.foysal;Ingredients empty field.mp4;https://jira.a1qa.com/secure/attachment/2395993/Ingredients+empty+field.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idij7b:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 10:57 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: Add recipe forms is displayed previously inputted data instead of an empty form,QATC-814555,3492560,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:24 PM,21/Aug/23 12:39 PM,17/Nov/23 9:52 PM,21/Aug/23 12:39 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe 
 # Fill out the some filled
 # Close the forms
 # Reopen the Add Recipe
 # Observed the Result

*Actual Result:* Add recipe forms is displayed previously inputted data instead of an empty form

*Expected Result:* Add recipe forms should be displayed an empty forms when opening it","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:24 PM;m.foysal;Formas displayed previously data.mp4;https://jira.a1qa.com/secure/attachment/2395983/Formas+displayed+previously+data.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idij4n:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 10:56 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Preview Recipe: Preview a recipe in the maximized window then minimized the window is displayed with a cross button,QATC-814554,3492550,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:14 PM,21/Aug/23 12:29 PM,17/Nov/23 9:52 PM,21/Aug/23 12:29 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open any recipe by searching or from bookmark
 # Minimized the window
 # Observed the result

*Actual Result:* Preview a recipe in the maximized window then minimized the window is displayed with a cross button

*Expected Result:* The recipe should be displayed like maximized window with all information","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:14 PM;m.foysal;Preview window is displayed with cross button.mp4;https://jira.a1qa.com/secure/attachment/2395968/Preview+window+is+displayed+with+cross+button.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idij2f:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 10:55 PM;m.foysal;*Additional Information:* This issue is same in

MacOS: Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe : Plus and minus buttons are not working when  a negative value is inputted in the servings,QATC-814553,3492545,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 2:03 PM,21/Aug/23 12:22 PM,17/Nov/23 9:52 PM,21/Aug/23 12:22 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill out all the required field except Servings
 # Input a negative value into the servings field
 # Click on the upload button
 # Observed the preview recipe 
 # Click on plus and minus buttons
 # Observed the result

*Actual Result:* Plus and minus buttons are not working when  a negative value is inputted in the servings.

*Expected Result:* Plus and minus buttons should be worked when clicking on it.","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 2:03 PM;m.foysal;Plus and minus buttons are not working.mp4;https://jira.a1qa.com/secure/attachment/2395966/Plus+and+minus+buttons+are+not+working.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idij1b:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Add Recipe: The recipe is by default selected to the bookmark when it's uploaded,QATC-814551,3492537,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 1:55 PM,21/Aug/23 12:28 PM,17/Nov/23 9:52 PM,21/Aug/23 12:28 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill out the all required filled
 # Click on the upload button
 # Click on the bookmark 
 # Observed the result

*Actual Result:* The recipe is by default selected to the bookmark when it's uploaded

*Expected Result:* The recipe should not be selected by default to the bookmark when it's uploaded","{*}OS{*}: Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 1:55 PM;m.foysal;by default select to the bookmark.mp4;https://jira.a1qa.com/secure/attachment/2395960/by+default+select+to+the+bookmark.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiizj:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Preview Recipe: Minutes spelling is changing when changing the servings number  ,QATC-814493,3492443,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 3:22 AM,21/Aug/23 12:21 PM,17/Nov/23 9:52 PM,21/Aug/23 12:21 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Search for any recipe or open a recipe from the bookmark
 # Click on the Plus button on the Servings 
 # Click on the Minus button on the Servings
 # Observed the Minute's spelling

*Actual Result:* Minutes spelling is changing when changing the servings number  

*Expected Result:* Minutes spelling should be the same when changing the servings number

*Additional Information:* When bookmarking and unbookmarked the recipe this issue happened","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 3:22 AM;m.foysal;Minutes is changing.mp4;https://jira.a1qa.com/secure/attachment/2395884/Minutes+is+changing.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiien:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 10:53 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: Minimize the window search result section and the recipe preview section is merged into one section,QATC-814490,3492440,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 3:11 AM,21/Aug/23 12:20 PM,17/Nov/23 9:52 PM,21/Aug/23 12:20 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Observed the result

*Actual Result:* Minimize the window search result section and the recipe preview section is merged into one section

*Expected Result:* Minimized the window there should be two sections one is for search results one is for preview the recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 3:10 AM;m.foysal;Mearged the window.mp4;https://jira.a1qa.com/secure/attachment/2395881/Mearged+the+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idiidz:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 10:50 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
